time,high,low,open,volumefrom,volumeto,close,top_tier_volume_quote,top_tier_volume_base,top_tier_volume_total,cccagg_volume_quote,cccagg_volume_base,cccagg_volume_total,total_volume_quote,total_volume_base,total_volume_total,zero_balance_addresses_all_time,unique_addresses_all_time,new_addresses,active_addresses,transaction_count,transaction_count_all_time,large_transaction_count,average_transaction_value,block_height,hashrate,difficulty,block_time,block_size,current_supply,comments,posts,followers,points
2020-07-09,9441.67,9171.37,9439.2,30177.18,280648694.08,9238.95,196830506.35,673483840.37,870314346.72,305397250.52,935929628.09,1241326878.61,816895359.33,3525392188.29,4342287547.61,657931274,688359473,527883,1051240,362718,546976891,10935,2.6914005320063,638529,132217500.22906,15784217546288.2,512.736196319019,1267096,18428283.544971,83312,33760,70181,3431720
2020-07-10,9317.31,9128.71,9238.95,24422.31,224680670.05,9288.57,189472778.83,469196404.48,658669185.71,300055386.45,649652169.84,949707556.29,812238005.42,2720006284.37,3532244289.8,658437206,688866218,506745,994020,345996,547322887,11503,2.80240048925086,638690,126054128.516091,15784217546288.2,537.80625,1208174,18429289.794971,83316,33763,70192,3432110
2020-07-11,9302.22,9188.13,9288.57,11785.42,108899834.63,9237.13,174191266.02,336924443.26,511115709.28,273574865.93,454756337.18,728331200.72,745914658.89,2268339389.8,3014254048.69,658896970,689304443,438225,890511,306771,547629658,6529,2.00144317571325,638846,122388019.776021,15784217546288.2,553.916129032258,1091070,18430264.794971,83317,33763,70193,3432145
2020-07-12,9339.99,9169.13,9237.13,16385.5,151649367.79,9300.95,191770109.18,514903512.92,706673622.1,295464902.88,678927991.75,974392894.63,790774567.17,2776755244.83,3567529812.01,659275720,689699398,394955,755307,282364,547912022,6695,2.40297624151078,638998,124886509.62928,15784217546288.2,542.834437086093,979820,18431214.794971,83318,33763,70203,3432405
2020-07-13,9336.42,9201.18,9300.95,25872.33,240081841.21,9237.89,212085899.01,661213815.01,873299714.02,308329590.49,894625061.95,1202954650.05,828123327.58,3406441238.45,4234564568.43,659700846,690167587,468189,913626,310227,548222249,9847,3.94520993354389,639145,120843386.76509,16570395220715.8,588.938356164384,1143550,18432133.544971,83320,33763,70212,3432650
2020-07-14,9279.57,9109.7,9237.89,25865.27,238308476.7,9256.07,178944892.02,442400697.91,621345589.93,242913468.57,613429656.6,856343125.17,666127346.54,2630327446.14,3296454792.68,660165314,690713858,546271,1008030,359847,548582096,10477,2.53048521949529,639289,124614472.546588,17345948872516.1,597.846153846153,1259092,18433033.544971,83320,33765,70221,3432925
2020-07-15,9272.57,9160.89,9256.07,23480.12,216386874.26,9193.22,205366281.39,525522718.07,730888997.08,246418393.49,571255569.41,817673960.52,679919335.01,2483770987.91,3163690322.92,660619780,691206997,493139,972945,316064,548898160,9775,2.6379477580541,639427,119755699.866237,17345948872516.1,622.102189781022,1313624,18433896.044971,83320,33770,70227,3433200
2020-07-16,9216.53,9029.17,9193.22,27882.77,254255550.28,9133.23,227257069.49,973827026.78,1201084096.28,232447341.72,783294689.76,1015742031.48,671083994.84,3319567536.8,3990651529.31,661069482,691730911,523914,974469,345849,549244009,12476,2.8469826908384,639563,117107439.44609,17345948872516.1,636.17037037037,1276772,18434746.044971,83321,33772,70238,3433535
2020-07-17,9183.08,9080.61,9133.23,20542.6,187710134.42,9156.79,181366630.43,520016920.51,701383550.94,184095584.01,485277066.43,669372650.44,557237006.45,2467881011.92,3025118016.05,661439202,692193232,462321,858601,293907,549537916,10821,2.88795481624674,639681,102244324.188156,17345948872516.1,728.649572649573,1264411,18435483.544971,83319,33772,70246,3433715
2020-07-18,9205.94,9125.92,9156.79,11952.82,109563331.59,9177.22,178908828.84,420854782.47,599763613.67,183435684.21,425320746.09,608756430.3,546789465.45,2389438861.96,2936228327.41,661857641,692654529,461297,894991,311022,549848938,7670,2.12323715800484,639811,113562136.919167,17345948872516.1,656.031007751938,1276202,18436296.044971,83319,33773,70251,3433865
2020-07-19,9238.3,9113.41,9177.22,12797.83,117297958.15,9216.02,201097819.93,510974184.14,712072001.67,222440283.74,469862635.14,692302918.89,644851362.66,2558102295.15,3202953657.81,662326684,693062215,407686,883750,277093,550126031,7934,2.35073997041697,639942,115748650.177725,17345948872516.1,643.638461538462,1332783,18437114.794971,83319,33774,70254,3433965
2020-07-20,9224.76,9136.9,9216.02,18729.9,171877002.63,9164.42,220540545.72,587575592.42,808116140.5,246376991.08,548398879.14,794775870.22,696500172.16,2629855813.84,3326355988.37,662776273,693533797,471582,945876,309747,550435778,11532,2.93605166227198,640083,122244695.181447,17345948872516.1,609.435714285715,1287877,18437996.044971,83319,33774,70257,3434040
2020-07-21,9435.55,9162.25,9164.42,34505.35,337645738.93,9392.83,271776269.58,997005377.54,1268781647.12,284472098.95,912289637.23,1196761736.19,777958906.95,3725312141.87,4503271048.83,663187056,694017067,483270,928809,312871,550748649,10893,2.84618756488952,640208,108837699.637926,17345948872516.1,684.508064516129,1290345,18438777.294971,83320,33774,70263,3434200
2020-07-22,9551.87,9289.85,9392.83,29959.04,281661129.12,9537.24,238339201.6,1246169036.35,1484508237.95,245218615.23,1046209765.13,1291428380.37,724603426.29,4291949377.98,5016552804.27,663660039,694568938,551871,1024306,364792,551113441,11503,2.61737530647133,640352,125301865.22415,17345948872516.1,594.566433566433,1260738,18439677.294971,83321,33777,70278,3434660
2020-07-23,9675.5,9458.25,9537.24,43462.72,415079930.39,9615.21,268705444.8,2399372603.94,2668078048.74,281516636.9,2041094879.08,2322611515.97,777227056.68,6656931652.88,7434158709.56,664124874,695085084,516146,988083,336245,551449686,11562,3.02238600770245,640488,116590214.016838,17345948872516.1,638.992592592593,1293743,18440527.294971,83333,33782,70301,3435480
2020-07-24,9647.83,9477.19,9615.21,33810.92,323092524.09,9550.23,241416247.06,2031476413.84,2272892663.69,267403288.8,1823283947.14,2090687235.94,746618698.37,5769011035.73,6515629734.1,664663347,695630578,545494,1086693,369432,551819118,12021,2.80264431051606,640649,140057871.176472,17345948872516.1,531.925,1314238,18441533.544971,83347,33789,70316,3436170
2020-07-25,9744.72,9536.76,9550.23,24211.0,233301043.7,9708.41,286098924.99,2715217391.02,3001316316.0,319408487.93,2332403958.39,2651812449.38,895233827.72,6992177147.92,7887410975.64,665156212,696072915,442337,979174,293883,552113001,10922,2.69493416890133,640791,121938800.648919,17345948872516.1,610.964539007092,1370815,18442421.044971,83350,33795,70325,3436575
2020-07-26,10140.55,9659.08,9708.41,42161.94,417337407.31,9942.01,294508440.17,3094908713.42,3389417153.6,335553031.71,2612808423.77,2948361455.48,944036207.72,8225888721.74,9169924929.46,665718431,696521947,449032,1005933,298580,552411581,9343,2.44563184696658,640949,137713335.657222,17345948872516.1,540.980891719745,1343587,18443408.544971,83366,33804,70341,3437360
2020-07-27,11397.48,9935.51,9942.01,128836.3,1363674374.42,11042.94,354691566.2,4755170102.2,5109861668.4,380142918.86,3697533372.1,4077676290.96,1057233407.7,11437257536.96,12494490944.66,666189647,697021025,499078,1027493,326769,552738350,15710,3.79269072204022,641098,129471926.706265,17309155182109.2,574.195945945946,1285135,18444339.794971,83363,33810,70359,3437930
2020-07-28,11253.39,10590.98,11042.94,85478.78,938667838.04,10933.26,312069553.02,3205672363.73,3517741916.75,344779517.45,2535221151.92,2880000669.38,953372880.53,8234224685.95,9187597563.3,666673390,697564927,543902,1060050,354742,553093092,15547,3.58004058896449,641243,123810888.485002,16847561611550.3,584.4375,1280557,18445246.044971,83371,33814,70376,3438535
2020-07-29,11348.53,10854.04,10933.26,61949.48,689206497.21,11112.04,292309577.12,2220248663.44,2512558240.56,363352380.2,1788918711.34,2152271091.54,983610786.17,6151208464.65,7134819250.82,667157667,698086740,521813,1048886,346521,553439613,14897,3.26674409151073,641391,127381679.230051,16847561611550.3,568.054421768707,1283028,18446171.044971,83375,33816,70392,3439025
2020-07-30,11182.76,10875.14,11112.04,45655.22,503563543.58,11113.66,303548320.55,2345709269.48,2649257590.04,335392653.45,2059280045.85,2394672699.3,940104516.89,6649495639.65,7589600156.54,667593278,698587753,501013,972959,327789,553767402,15660,3.18989137477868,641526,115698199.44419,16847561611550.3,625.417910447761,1287137,18447014.794971,83379,33821,70405,3439515
2020-07-31,11454.11,10981.87,11113.66,54108.77,608151203.91,11352.72,305580595.66,2883402356.47,3188982952.13,345227705.39,2423171153.36,2768398858.74,971343877.24,7667105634.97,8638449512.21,668110148,699125387,537634,1065584,356906,554124308,14365,2.8421831044162,641679,129019781.966978,16847561611550.3,560.842105263158,1299889,18447971.044971,83388,33825,70417,3440005
2020-08-01,11874.77,11240.98,11352.72,63746.48,741252933.72,11812.42,366268395.21,4011514838.51,4377783233.72,410995766.57,3537567156.82,3948562923.39,1156503259.39,10688611615.95,11845114875.34,668584528,699586509,461122,962645,296705,554421013,13218,2.91490471820512,641816,116629011.767258,16847561611550.3,620.426470588236,1287825,18448827.294971,83406,33830,70437,3440810
2020-08-02,12106.89,10694.22,11812.42,63507.01,721639453.44,11063.5,371978752.58,6704729965.41,7076708718.0,380553881.4,5055435074.81,5435988956.21,1142247240.55,15622269984.99,16764517225.54,669087651,700037968,451459,961511,287869,554708882,10754,2.75776844221469,641957,117988349.03101,16847561611550.3,613.278571428571,1353125,18449708.544971,83416,33842,70464,3441885
2020-08-03,11476.29,10945.66,11063.5,42060.85,473995003.36,11234.73,305494692.41,4020920557.24,4326415249.65,346587802.88,3196124215.31,3542712018.19,997238504.18,10035484614.64,11032723118.81,669651690,700558519,520551,1087285,333753,555042635,12616,3.38997950638832,642119,136241985.152107,16847561611550.3,531.111801242236,1326875,18450721.044971,83434,33847,70485,3442715
2020-08-04,11415.16,11021.07,11234.73,35052.44,393301819.23,11194.18,263953809.75,3514742764.09,3778696573.84,312620506.19,2908939721.47,3221560227.66,918831838.24,9205772632.94,10124604471.18,670124390,701077657,519138,1001974,329032,555371667,12812,3.01898618141898,642264,121600211.975975,16847561611550.3,595.0625,1310942,18451627.294971,83446,33852,70503,3443410
2020-08-05,11791.62,11095.47,11194.18,48146.58,555395574.17,11752.05,254817873.99,3327393538.3,3582211412.29,281575674.38,2657405343.0,2938981017.37,837105957.15,8521064525.4,9358170478.54,670562334,701555961,478304,960098,291814,555663481,13494,3.40471583378539,642393,109033220.075883,16847561611550.3,663.6484375,1267972,18452433.544971,83462,33857,70514,3443970
2020-08-06,11909.81,11577.8,11752.05,49916.86,587033759.68,11771.27,258268662.59,2522332975.66,2780601638.25,290996154.33,2002998739.63,2293994893.96,849967309.47,6849700622.53,7699667932.01,671123805,702112868,556907,1130815,356612,556020093,14340,3.35002536670432,642549,131674347.267343,16847561611550.3,549.535483870968,1277008,18453408.544971,83464,33862,70528,3444465
2020-08-07,11912.62,11350.42,11771.27,55865.16,651142052.53,11603.82,276814024.22,3090762603.59,3367576627.82,307273966.35,2324676821.8,2631950788.14,904804360.15,7878468920.05,8783273280.2,671650461,702628280,515412,1056177,326499,556346592,13469,3.13275022994744,642701,127195160.1474,16847561611550.3,568.887417218543,1301960,18454358.544971,83468,33864,70539,3444830
2020-08-08,11811.4,11534.87,11603.82,23238.62,271582305.12,11770.77,318802306.49,1979527301.18,2298329603.69,343820820.9,1563806080.55,1907626901.45,1017802317.0,5758548292.73,6776350609.73,672142200,703077141,448861,956982,283631,556630223,10376,2.84031648727093,642843,119930428.173693,16847561611550.3,603.347517730497,1327259,18455246.044971,83468,33865,70552,3445180
2020-08-09,11802.93,11533.93,11770.77,19874.64,231830330.42,11686.34,312699228.34,1867231157.54,2179930385.89,337307834.19,1538501349.92,1875809184.11,998675424.54,5484787455.91,6483462880.46,672635608,703495857,418716,913883,268402,556898625,9858,2.60235248809606,642999,133823619.514829,16847561611550.3,540.709677419355,1250962,18456221.044971,83468,33865,70561,3445405
2020-08-10,12074.31,11640.41,11686.34,56105.27,667803525.71,11897.41,332196115.34,2514679786.81,2846875902.15,351477393.74,1898542261.7,2250019655.45,1059655513.66,6771553965.2,7831209478.87,673075586,703988482,492625,977807,308367,557206992,16263,3.32243253964776,643136,115178600.108067,16871707187018.0,629.139705882353,1249095,18457077.294971,83469,33865,70570,3445640
2020-08-11,11940.4,11138.6,11897.41,62677.5,724227264.93,11389.01,315542978.01,2818350440.62,3133893422.42,346270082.0,2119973281.92,2466243360.13,1015249829.59,7371641418.06,8386891247.65,673598703,704531396,542914,1091961,349952,557556944,14165,2.97975361926884,643290,130876188.786604,16947802333946.6,556.176470588236,1285126,18458039.794971,83474,33867,70580,3445990
2020-08-12,11621.05,11182.8,11389.01,37568.86,430758054.54,11570.19,344745825.65,2365044969.68,2709790795.33,366339106.07,1878949413.73,2245288519.8,1014085879.14,6692467457.3,7706553336.44,674138815,705067087,535691,1064980,346405,557903349,14020,2.8183024417319,643447,131566946.923648,16947802333946.6,553.25641025641,1300253,18459021.044971,83475,33869,70590,3446300
2020-08-13,11795.34,11284.57,11570.19,42205.26,487564726.98,11790.68,387966298.21,4340901566.54,4728867864.75,408636269.55,3469161612.72,3877797882.27,1221654497.73,11023992267.91,12245646765.63,674573402,705571751,504664,954330,325346,558228695,14219,2.79021941617377,643594,124601393.903841,16947802333946.6,584.184931506849,1207145,18459939.794971,83479,33874,70604,3446815
2020-08-14,11863.43,11657.2,11790.68,37248.83,437825096.08,11774.52,292262165.94,3867422891.15,4159685057.09,371297327.13,3065917031.91,3437214359.04,1071771416.39,9857813050.58,10929584466.97,675116292,706133832,562081,1099122,365679,558594374,14874,3.93799827549977,643761,140462924.564307,16947802333946.6,518.216867469879,1264694,18460983.544971,83499,33882,70622,3447665
2020-08-15,11981.62,11697.88,11774.52,31094.75,369258184.57,11860.91,321713300.6,2531018057.03,2852731361.96,339908760.71,1997888699.46,2337797460.16,1062266665.03,7019597328.95,8081863998.3,675607051,706622035,488203,987359,313760,558908134,11684,4.56456441711496,643917,133953361.728696,16947802333946.6,543.4,1229856,18461958.544971,83505,33886,70636,3448175
2020-08-16,11934.96,11701.22,11860.91,22029.01,260716863.02,11917.97,288417792.23,2416079868.34,2704497660.57,305929518.39,2005707882.36,2311637400.75,930585950.11,6879747775.61,7810333725.72,676095633,707047610,425575,897723,285069,559193203,10209,6.38199987246779,644069,129324964.951987,16947802333946.6,562.847682119205,1147488,18462908.544971,83507,33887,70652,3448620
2020-08-17,12474.73,11775.66,11917.97,56064.01,682170133.05,12301.19,330220379.23,2946437709.73,3276658084.65,335740955.74,2207807270.72,2543548226.46,1014285564.81,7722691088.74,8736976653.55,676466599,707519123,471513,890289,292944,559486147,15008,10.031296465444,644194,107049573.493267,16947802333946.6,679.967741935483,1268331,18463689.794971,83521,33891,70668,3449260
2020-08-18,12397.4,11855.24,12301.19,49904.68,604246043.52,11956.69,318413865.7,2521643846.52,2840057712.21,338639827.57,1870017127.05,2208656954.63,1007140953.6,6786616202.28,7793757155.87,676914843,708061873,542750,1021120,346036,559832183,15964,6.00215898883058,644334,117306995.746239,16947802333946.6,620.510791366906,1245246,18464564.794971,83527,33893,70686,3449820
2020-08-19,12021.8,11592.2,11956.69,50094.06,590122894.96,11760.37,286040568.71,2826321140.55,3112361709.26,306239857.93,2259935791.52,2566175649.45,898474417.76,7843965613.94,8742440031.69,677351685,708572670,510797,984468,333879,560166062,13574,5.65262824184405,644472,117105843.118302,16947802333946.6,621.576642335766,1294059,18465427.294971,83529,33896,70693,3450090
2020-08-20,11888.72,11679.03,11760.37,43209.58,510502416.84,11863.43,269562346.72,2169211616.55,2438773963.27,292731597.68,1869453003.41,2162184601.1,843780996.03,6263500526.56,7107281522.59,677819404,709090259,517589,1004719,333683,560499745,13942,5.53266690761097,644618,127666677.520945,16947802333946.6,570.158620689655,1265249,18466339.794971,83530,33899,70704,3450450
2020-08-21,11882.67,11494.52,11863.43,63548.27,745059089.73,11527.35,364359517.65,2415965190.61,2780324708.27,390829181.57,2118852834.11,2509682015.68,1076465032.09,7095826104.71,8172291136.8,678396902,709582842,492583,1098887,314297,560814042,14380,4.75891832505376,644773,134077692.289542,16947802333946.6,542.896103896104,1344396,18467308.544971,83532,33900,70719,3450870
2020-08-22,11686.02,11379.06,11527.35,49538.11,572197825.57,11670.42,280460069.86,2036097427.81,2316557497.67,299799491.47,1803174022.7,2102973518.13,859349726.12,6013546220.78,6872895946.89,678859054,710054691,471849,963973,311699,561125741,9837,4.3576506174065,644909,115192008.429031,16947802333946.6,631.903703703703,1318342,18468158.544971,83534,33900,70734,3451265
2020-08-23,11713.62,11521.6,11670.42,33405.25,388308826.36,11651.52,234368949.51,1303125190.65,1537494140.16,253737893.27,1200626304.13,1454364193.5,731634808.29,4442724266.43,5174359074.72,679370123,710480612,425921,926956,288728,561414469,8492,4.74980819536813,645066,132164157.162483,16947802333946.6,550.75641025641,1251878,18469139.794971,83536,33901,70745,3451585
2020-08-24,11827.45,11594.64,11651.52,39119.97,459366140.6,11756.4,238349390.24,1928656920.5,2167006310.74,266952485.02,1831012456.73,2097964941.75,790935348.73,5980342360.09,6771277708.82,679797976,710975255,494643,943490,329133,561743602,12787,5.66405182873073,645215,131835062.118917,17340945336075.4,564.939189189189,1166158,18470071.044971,83537,33901,70765,3452095
2020-08-25,11767.64,11130.36,11756.4,50836.08,583786229.48,11330.56,280485051.75,2774893918.69,3055378970.43,295118339.4,2172755794.07,2467874133.47,859687081.65,7401089412.36,8260776494.01,680222625,711466519,491264,959916,304409,562048011,13417,5.31124370174903,645343,112154365.643774,17557993035167.3,672.385826771653,1318086,18470871.044971,83543,33902,70776,3452455
2020-08-26,11542.65,11259.23,11330.56,27168.29,309986442.65,11466.89,291471619.57,1948493385.92,2239965005.49,324349649.39,1596290158.47,1920639807.86,914003506.54,5625945939.93,6539949446.47,680715884,711970546,504027,1039702,324184,562372195,12315,6.00883024136975,645485,125893343.921276,17557993035167.3,599.007092198582,1302465,18471758.544971,83547,33904,70790,3452895
2020-08-27,11591.64,11135.52,11466.89,40978.91,464957172.93,11331.02,280146572.35,2298597306.59,2578743878.93,293900363.69,1810961018.62,2104861386.14,835505545.8,6283799900.95,7119305446.76,681118987,712475648,505102,958992,328157,562700352,14863,6.13551575805319,645614,112414794.578625,17557993035167.3,670.828125,1268826,18472668.0,83552,33904,70797,3453120
2020-08-28,11553.81,11289.07,11331.02,30815.36,353027933.9,11535.21,258880439.53,1861065747.68,2119946187.21,297825640.18,1599771580.67,1897597224.81,824753407.94,5501729558.18,6326482966.12,681668086,713001303,525655,1089313,352722,563053074,13694,6.1397161722814,645777,145171092.543928,17557993035167.3,519.462962962963,1302147,18473706.0,83555,33905,70804,3453350
2020-08-29,11585.98,11433.8,11535.21,16305.87,187746012.8,11480.48,289142323.79,1657575763.83,1946718087.61,313033903.33,1452773381.01,1765807288.33,850383197.01,5067177040.36,5917560237.37,682189619,713448159,446856,985094,292783,563345857,10619,5.98237691683861,645923,127782403.719309,17557993035167.3,590.151724137931,1328303,18474575.0,83558,33906,70821,3453830
2020-08-30,11718.98,11470.07,11480.48,16398.78,190649396.2,11716.54,349307413.18,2533295361.38,2882602774.56,369723999.34,2250760236.11,2620484239.74,1006960849.71,7128711203.1,8135672052.81,682612892,713854640,406481,839662,269114,563614971,10272,6.51511145624787,646050,110406297.08291,17557993035167.3,683.031746031746,1310540,18475375.0,83567,33910,70832,3454295
2020-08-31,11775.27,11586.36,11716.54,26331.03,307926585.75,11657.81,338880645.21,2970608780.5,3309489430.05,360007009.0,2599853246.55,2959860255.55,964255138.78,8081931463.45,9046186602.22,683022289,714330729,476089,931549,302920,563917891,14970,8.90639599336851,646200,130555276.529907,17557993035167.3,577.61744966443,1171316,18476306.0,83581,33914,70852,3455035
2020-09-01,12062.06,11540.42,11657.81,45202.86,537292263.85,11926.69,427375313.5,5465250755.6,5892626069.09,451367803.64,4570845258.9,5022213067.31,1212514254.6,13493635772.42,14706150027.02,683487265,714902982,572253,1089210,376508,564294399,15913,7.04751250716997,646354,137021363.316005,17557993035167.3,550.359477124183,1273975,18477300.0,83619,33927,70867,3456115
2020-09-02,11954.28,11219.19,11926.69,53717.87,618129314.2,11397.9,393047869.1,5916767644.96,6309815514.06,409845016.39,4364033544.03,4773878560.41,1147740251.11,13413767760.37,14561508011.48,683934680,715414767,511785,1034209,317449,564611848,15629,7.26519625834228,646498,125863977.2092,17557993035167.3,599.146853146853,1293518,18478181.0,83637,33933,70882,3456820
2020-09-03,11469.2,10017.43,11397.9,82662.97,894736678.62,10174.62,426023211.34,6006663567.66,6432686775.17,405758369.36,4265188443.17,4670946812.54,1162468704.83,13344591099.88,14507059804.71,684360424,715907495,492728,985739,310922,564922770,13791,8.81724010774053,646627,115068172.892834,17557993035167.3,655.359375,1295405,18478968.0,83648,33938,70893,3457330
2020-09-04,10638.71,10020.02,10174.62,54204.6,562742223.01,10467.33,410403016.92,4506220589.11,4916623606.03,258534141.18,2218412680.73,2476946825.77,989065908.14,9860890470.21,10849956378.34,684834695,716386576,479081,1013330,298286,565221056,14095,8.90021354798019,646762,118094086.416708,17557993035167.3,638.567164179104,1300009,18479825.0,83657,33943,70905,3457845
2020-09-05,10570.95,9880.05,10467.33,60292.64,614402772.13,10167.97,355216136.97,6037999413.21,6393215550.18,367561494.12,4314906568.34,4682468062.46,1076063248.28,15897604511.93,16973667760.21,685281618,716864706,478130,987399,325523,565546579,12114,7.46044134310021,646903,123720214.94037,17557993035167.3,609.528571428571,1276079,18480650.0,83663,33948,70918,3458355
2020-09-06,10361.12,10019.56,10167.97,29450.0,300644746.65,10260.37,322915494.03,4013354722.19,4336270219.75,349927643.75,3562374575.95,3912302219.69,1027299049.55,13564993506.43,14592292555.98,685846641,717270738,406032,1002063,262820,565809399,8734,8.73104273675991,647053,133951335.485694,17557993035167.3,562.973154362416,1421785,18481593.0,83666,33949,70931,3458735
2020-09-07,10411.92,9893.68,10260.37,41648.61,422137373.09,10379.08,272098891.66,3133163590.92,3405262482.58,295627022.73,2717927819.91,3013554842.64,889954395.79,10743858527.13,11633812926.45,686447493,717757689,486951,1099514,327662,566137061,10918,9.11282938037368,647228,151623204.327115,17445332713343.6,494.166666666667,1280486,18482687.0,83668,33948,70944,3459055
2020-09-08,10443.72,9855.68,10379.08,54770.65,553186747.41,10128.54,225316239.0,2525620360.21,2750936599.2,235463934.16,2205741577.43,2441205514.96,724767520.75,8800377507.94,9525145032.06,686916975,718264704,507015,990830,332668,566469729,11768,8.12568067818783,647383,134004648.225408,17345997805929.1,555.954545454545,1249473,18483681.0,83667,33949,70956,3459370
2020-09-09,10349.09,9989.63,10128.54,33984.18,346738492.44,10228.85,212538000.62,1976746919.69,2189284920.3,236054449.4,1835393351.79,2071447801.19,705515045.12,7307508580.94,8013023626.06,687357841,718754998,490294,973331,314864,566784593,11775,10.1272791737593,647532,128846894.622928,17345997805929.1,578.20945945946,1194565,18484606.0,83659,33946,70971,3459590
2020-09-10,10493.32,10221.37,10228.85,43679.85,452098495.16,10345.68,228238098.89,2582405810.62,2810643909.51,249812994.87,2403260703.23,2653073698.1,761610193.34,8964175917.92,9725786111.26,687920112,719300541,545543,1105281,345981,567130574,12058,10.0968557144596,647690,136702945.781932,17345997805929.1,544.980891719745,1333325,18485593.0,83661,33947,70987,3460035
2020-09-11,10412.6,10215.49,10345.68,25800.65,266084892.24,10398.5,199858801.18,2006257903.43,2206116708.35,228018901.81,1805911752.14,2033930657.69,673410339.59,6234873176.8,6908283512.66,688373082,719793953,493412,968474,308323,567438897,12304,10.1526154811116,647828,120203125.403476,17345997805929.1,619.788321167883,1328602,18486537.0,83669,33948,70994,3460315
2020-09-12,10486.76,10282.43,10398.5,17704.47,184001054.5,10448.0,201848155.98,1696638195.92,1898486351.91,230275849.97,1526089668.41,1756365518.39,734801325.35,6574187071.26,7308988396.61,688835593,720243404,449451,910805,300152,567739049,8780,8.64141079451321,647998,147477344.904233,17345997805929.1,505.165680473372,1060539,18487562.0,83665,33951,70999,3460475
2020-09-13,10578.97,10224.4,10448.0,28905.77,299956975.1,10332.36,205942204.65,2314207447.45,2520149652.11,233324590.53,1979162813.23,2212487403.77,696643246.17,7717341869.96,8413985112.46,689229321,720640082,396678,801618,255110,567994159,8149,10.2704287842981,648160,140875696.41856,17345997805929.1,528.83850931677,938489,18488600.0,83665,33951,71011,3460775
2020-09-14,10753.33,10259.62,10332.36,34032.31,359274837.28,10678.31,213482855.11,2466105495.41,2679588350.52,247939606.72,2184433129.2,2432372735.92,688942882.36,8503061106.57,9192003985.16,689745956,721170888,530806,1033414,354020,568348179,13140,7.80285380347839,648336,151494147.411885,17345997805929.1,491.771428571428,1160497,18489662.0,83667,33952,71017,3460970
2020-09-15,10936.89,10632.26,10678.31,34224.45,369481767.48,10786.7,208979246.49,2092749130.92,2301728377.41,248632333.92,1868996812.7,2117629146.62,661715128.72,7241226648.92,7902941777.64,690170921,721693568,522680,976363,332957,568681136,13801,8.58988372546578,648492,134898442.330877,17345997805929.1,552.270967741936,1172355,18490631.0,83667,33953,71030,3461320
2020-09-16,11094.7,10670.02,10786.7,34093.35,372894154.99,10957.1,198561914.5,1933677367.22,2132239281.72,222286035.89,1734100272.51,1956386308.41,607051097.43,7055977601.2,7663028698.63,690675401,722233465,539897,1075646,342609,569023745,13168,8.90414137781602,648647,135201639.980612,17345997805929.1,551.032467532467,1309139,18491606.0,83668,33955,71049,3461855
2020-09-17,11047.25,10755.99,10957.1,26980.75,293584349.54,10945.14,193536513.8,3232949316.07,3426485829.87,218697163.39,2884634404.39,3103331567.78,640231267.79,10034376778.13,10674608045.92,691267407,722777376,543911,1118361,348581,569372326,13089,11.8868115780182,648825,153627160.399053,17345997805929.1,484.943502824859,1268264,18492706.0,83672,33959,71058,3462220
2020-09-18,11040.66,10823.93,10945.14,22774.38,248821618.73,10937.89,176145622.55,1957885281.81,2134030904.36,199977318.45,1740092292.54,1940069607.15,582942752.78,6620406862.97,7203349619.6,691723497,723279557,502181,980147,325157,569697483,12784,11.6470038050969,648990,144751986.2102,17345997805929.1,514.676829268293,1153905,18493756.0,83672,33959,71069,3462495
2020-09-19,11173.88,10898.63,10937.89,17491.35,193207449.76,11083.61,148458963.21,1346714351.75,1495173314.96,171228855.57,1100115750.22,1271344605.79,508429981.35,4946928701.33,5455358682.69,692166374,723738085,458528,910164,296357,569993840,9805,9.65369427560952,649139,129278957.513361,17345997805929.1,576.277027027027,1249747,18494668.0,83673,33960,71072,3462605
2020-09-20,11083.9,10775.23,11083.61,21791.13,237773866.86,10921.85,141391648.2,1559956669.47,1701348317.67,168984861.95,1336012585.23,1504997450.89,514079219.85,5697051702.67,6211130922.53,692581114,724135035,396950,816881,259095,570252935,8845,9.10866118330033,649281,137239137.49871,19148290888758.9,599.255319148936,1093970,18495568.0,83675,33960,71081,3462850
2020-09-21,10992.25,10319.73,10921.85,44906.88,473754186.1,10418.14,170315167.57,2606692798.1,2777007965.66,151939576.79,1847160437.0,1999100013.79,507223262.78,8187893618.49,8695116881.28,693016888,724598126,463091,952266,297605,570550540,12146,11.6128606182331,649426,141668596.587168,19314656404097.0,585.5625,1206441,18496475.0,83677,33961,71090,3463120
2020-09-22,10576.92,10365.99,10418.14,28764.85,301280976.85,10534.73,139383489.22,1662785970.86,1802169456.64,162475221.53,1493977017.51,1656452235.6,446709943.37,5932041838.22,6378751781.6,693457528,725093033,494907,975383,312989,570863529,12717,8.88857139003403,649555,123175507.817428,19314656404097.0,673.4765625,1286297,18497306.0,83682,33964,71097,3463420
2020-09-23,10546.48,10166.62,10534.73,26680.48,277589382.46,10238.09,146006579.16,1689957335.15,1835963914.31,157539486.76,1514866710.38,1672406200.34,439924182.79,5765804224.39,6205728407.18,693909498,725617515,524482,1021138,349938,571213467,12648,7.58103813056324,649697,137004629.927489,19314656404097.0,605.496453900709,1287952,18498168.0,83684,33967,71104,3463690
